zi	stroke_count	stroke_count_decomposed	mandarin_pinyin	cantonese_pinyin	english	radical	radical_stroke_count	radical_pinyin	radical_english	variant	fc_code	cj_code	leaf_component	zis_with_this_component
贐	21画	貝 + 14	jìn	zeon2	farewell present 	貝	7	bèi	shell	赆	6581.7	BCLMT	目/八/盡	
贑	21画	貝 + 14	gǎn, gàn, gòng	gam3	Jiangxi province 	貝	7	bèi	shell	𫎬		YJMBC	立/日/十/工/目/八	戅
贒	21画	貝 + 14	xián	jin4	virtuous, worthy, good; able 	貝	7	bèi	shell			SPBUC		
贓	21画	貝 + 14	zāng	zong1	booty, loot, stolen goods; bribe 	貝	7	bèi	shell	赃	6385.0	BCIMS	目/八/爿/弋/丿/臣	
贔	21画	貝 + 14	bì	bai3, bei6	strong 	貝	7	bèi	shell	赑	6088.6	BCBCC	目/八/贔→	屭
贕	22画	貝 + 15	dú	duk6		貝	7	bèi	shell	𫧿	7428.6	HHSLC	𠂎/丶/卩/丶/士/罒/目/八	
贖	22画	貝 + 15	shú, shù	suk6	buy, redeem; ransom; atone for 	貝	7	bèi	shell	赎	6488.6	BCGWC	目/八/士/罒/貝	
贗	22画	貝 + 15	yàn	ngaan6, ngan3	counterfeit, false 	貝	7	bèi	shell	赝	7128.6	MFBUC	厂/亻/鳥/目/八	
贘	22画	貝 + 15	soeng2			貝	7	bèi	shell			BCFBC	目/八/小/冂/囗/貝	
贙	23画	貝 + 16	xuàn			貝	7	bèi	shell	𰷮	2180.6	YUBUC	虍/儿/目/八	
贚	23画	貝 + 16	lòng			貝	7	bèi	shell	𫎦		BCYBP	目/八/龍	
贛	24画	貝 + 17	gàn, gòng, zhuàng	gam3, gung3	Jiangxi province; places therein 	貝	7	bèi	shell	赣	0748.6	YJHEC		戇,灨
贜	24画	貝 + 18	zāng	zong1	booty, loot, stolen goods; bribe 	貝	7	bèi	shell			BCTIS	目/八/艹/爿/弋/丿/臣	
赤	7画	赤 + 0	chì	cek3, cik3	red; communist, 'red'; bare 	赤	7	chì	red		4033.1	GLNC		赫,郝,嚇,赦,哧,赭,螫,赧,焃,捇,爀,赯,赬,赪,赩,赮,懗,硳,赨,頳,赥,浾
赥	11画	赤 + 4	xì			赤	7	chì	red			GCNO	赤/欠	
赦	11画	赤 + 4	shè, cè	se3	forgive, remit, pardon 	赤	7	chì	red		4834.0	GCOK	赤/攵	螫
赧	11画	赤 + 4	nǎn	naan5	blush, turn red 	赤	7	chì	red		4734.7	GCSLE	赤/卩/又	
赨	13画	赤 + 6	xióng, tóng	tung4		赤	7	chì	red		4523.6	GCLMI	赤/虫	
赩	13画	赤 + 6	xì	haak3, sik1		赤	7	chì	red		4731.7	GCNAU	赤/⺈/巴	
赪	13画	赤 + 6	chēng	cing1	deep red 	赤	7	chì	red	赬		GCYBO	赤/卜/冂/人	
赫	14画	赤 + 7	hè, xì, shì	haak1, hak1	bright, radiant, glowing 	赤	7	chì	red		4433.1	GCGLC	赤/赤	嚇,爀,懗
赬	16画	赤 + 9	chēng	cing1	deep red 	赤	7	chì	red	赪	4128.6	GCYBC	赤/卜/目/八	
赭	15画	赤 + 9	zhě	ze2	reddish brown; hematite; ochre 	赤	7	chì	red		4436.0	GCJKA	赤/土/丿/日	
赮	16画	赤 + 9	xiá	haa4		赤	7	chì	red		4734.7	GCRYE	赤/叚	
赯	17画	赤 + 10	táng	tong4		赤	7	chì	red		4026.7	GCILR	赤/广肀/口	
走	7画	走 + 0	zǒu	zau2	walk, go on foot; run; leave 	走	7	zǒu	run		4080.1	GYO	土/龰	起,超,越,赵,趣,赴,赶,徒,趋,趙,趁,趟,趕,趨,陡,樾,趱,趄,趔,赳,赽,赻,趑,跿,赲,趯,趠,趢,赸,趐,趲,趚,趇,趭,趍,趛,趜,趡,趘,趉,趮,趰,趧,趈,趞,趒,趗,趖,趓,赿,趦,唗,趤,趎,赹,赺,趀,趝,趆,趌,趥,鯐,趩,趫,趂,趏,趪,赾,趬,趃,蓗,赼
赱	6画	走 + 0	zǒu		walk, go on foot; run; leave 	走	7	zǒu	run		4030.2	GCO		
赲	9画	走 + 2	lì			走	7	zǒu	run		4480.2	GOKS	土/龰/力	
赳	9画	走 + 2	jiǔ, jiū, jiù	dau2, gau2	grand, valiant 	走	7	zǒu	run		4280.0	GOVL	土/龰/丨/丨	
赴	9画	走 + 2	fù	fu6	go to; attend, be present 	走	7	zǒu	run		4380.0	GOY	土/龰/卜	
赵	9画	走 + 2	zhào, tiǎo	ziu6	surname; ancient state 	走	7	zǒu	run	趙	4480	GOK	土/龰/乂	
龪	9画	走 + 2	jan4			走	7	zǒu	run			GOO		
赶	10画	走 + 3	gǎn, qián	gon2	pursue, follow; expel, drive away 	走	7	zǒu	run	趕	4280.4	GOMJ	土/龰/一/十	
起	10画	走 + 3	qǐ	hei2	rise, stand up; go up; begin 	走	7	zǒu	run		4780.1	GORU	土/龰/巳	
赸	10画	走 + 3	shàn			走	7	zǒu	run		4280.7	GOU	土/龰/山	
赹	11画	走 + 4	qióng			走	7	zǒu	run		4780.2	GOPIM	土/龰/勹/冫	
赺	11画	走 + 4	qín	jam5		走	7	zǒu	run			GOOIN	土/龰/人/一/㇇	
赻	11画	走 + 4	xiǎn			走	7	zǒu	run		4980.2	GOFH	土/龰/小/丿	
赼	11画	走 + 4	cī			走	7	zǒu	run			GONO	土/龰/欠	
赽	11画	走 + 4	jué			走	7	zǒu	run		4580.3	GODK	土/龰/大/乛	
赾	11画	走 + 4	qǐn			走	7	zǒu	run			GOHML	土/龰/斤	
赿	11画	走 + 4	chí, dì		late slow; dilatory; tardy to delay; dull; stupid 	走	7	zǒu	run			GOHVP	土/龰/氏	
趀	11画	走 + 5	cī			走	7	zǒu	run		4580.2	GOLXH	土/龰/𠂔	
趁	12画	走 + 5	chèn, zhēn, chén	can3	take advantage of, avail oneself 	走	7	zǒu	run		4880.2	GOOHH	土/龰/人/彡	
趂	12画	走 + 5	chèn	can3, ji5	to take advantage of; to avail oneself of. to follow; to go 	走	7	zǒu	run			GONF	土/龰/⺈/小	
趃	12画	走 + 5	dié			走	7	zǒu	run			GOHQO	土/龰/丿/一/大	
趄	12画	走 + 5	jū, qiè	zeoi1	weak, lame 	走	7	zǒu	run		4780.1	GOBM	土/龰/且	
超	12画	走 + 5	chāo, chǎo, chào, tiào	ciu1	jump over, leap over; surpass 	走	7	zǒu	run		4780.6	GOSHR	土/龰/刀/口	
趆	12画	走 + 5	dī			走	7	zǒu	run			GOHVI	土/龰/氏/丶	
趇	12画	走 + 5	sè			走	7	zǒu	run			GOYT	土/龰/立	
趈	12画	走 + 5	zhān			走	7	zǒu	run			GOYR	土/龰/卜/口	
趉	12画	走 + 5	zhú			走	7	zǒu	run		4280.7	GOUU	土/龰/屮/凵	
越	12画	走 + 5	yuè, huó	jyut6	exceed, go beyond; the more ... 	走	7	zǒu	run		4380.5	GOIV	土/龰/乚/弋/丿	樾
趋	12画	走 + 5	qū, cù	ceoi1	hasten, hurry; be attracted to 	走	7	zǒu	run	趨	4780	GONSM	土/龰/⺈/彐	
趌	13画	走 + 6	jié	gat6	(Cant.) to order someone to leave 	走	7	zǒu	run		4480.6	GOGR	土/龰/士/口	
趍	13画	走 + 6	chí, qū	ceoi1		走	7	zǒu	run		4780.2	GONIN	土/龰/夕/夕	
趎	13画	走 + 6	chú	syu4, zyu1		走	7	zǒu	run		4580.9	GOHJD	土/龰/丿/木/一	
趏	13画	走 + 6	guā			走	7	zǒu	run		4280.6	GOHJR	土/龰/丿/十/口	
趐	13画	走 + 6	xuè			走	7	zǒu	run		4780.2	GOSMM	土/龰/习/习	
趑	13画	走 + 6	cī, zī, cì	zi1	can't move; to falter 	走	7	zǒu	run		4780.8	GOIMO	土/龰/冫/欠	
趒	13画	走 + 6	tiáo	tiu3	to jump, to climb over, to leap, to posture; a gangway 	走	7	zǒu	run		4280.1	GOLMO	土/龰/兆	
趓	13画	走 + 6	duǒ			走	7	zǒu	run		4780.9	GOHND	土/龰/几/木	
趔	13画	走 + 6	liè	lit6	not progressing; to be checked 	走	7	zǒu	run		4280.0	GOMNN	土/龰/夕/一/刂	
趕	14画	走 + 7	gǎn	gon2	pursue, follow; expel, drive away 	走	7	zǒu	run	赶	4680.4	GOAMJ	土/龰/日/一/十	
趖	14画	走 + 7	suō	so1		走	7	zǒu	run		4880.1	GOOOG	土/龰/人/土	
趗	14画	走 + 7	cù			走	7	zǒu	run			GORYO	土/龰/口/龰	
趘	14画	走 + 7	xí			走	7	zǒu	run			GOSHU	土/龰/尸/毛	
趙	14画	走 + 7	zhào, tiǎo, diào	ziu6	surname; ancient state 	走	7	zǒu	run	赵	4980.2	GOFB	土/龰/小/月	
趚	14画	走 + 7	sù			走	7	zǒu	run			GODL	土/龰/木/口	
趛	15画	走 + 8	yǐn			走	7	zǒu	run		4880.1	GOC	土/龰/金	
趜	15画	走 + 8	jú	guk1	(Cant.) to suffocate 	走	7	zǒu	run		4780.2	GOPFD	土/龰/勹/木/丷	
趝	15画	走 + 8	jiàn		to pursue; to follow up 	走	7	zǒu	run			GOOIP	土/龰/人/一/㇇/心	
趞	15画	走 + 8	què			走	7	zǒu	run			GOTA	土/龰/龷/日	
趟	15画	走 + 8	tàng, chēng, tāng, zhēng, zhèng	tong3	time, occasion; take journey 	走	7	zǒu	run		4980.2	GOFBR	土/龰/小/冂/囗	
趠	15画	走 + 8	chuò, chào	coek3		走	7	zǒu	run		4180.4	GOYAJ	土/龰/卜/日/十	
趡	15画	走 + 8	cuǐ	ceoi2	place 	走	7	zǒu	run		4080.1	GOOG	土/龰/隹	
趢	15画	走 + 8	lù			走	7	zǒu	run			GOVNE	土/龰/彐/氺	
趣	15画	走 + 8	qù, cù, qū, cǒu, zōu	ceoi3, cuk1	what attracts one's attention 	走	7	zǒu	run		4180.4	GOSJE	土/龰/耳/又	
趤	15画	走 + 8	dàng			走	7	zǒu	run			GOJMR	土/龰/宀/石	
趥	16画	走 + 9	qiū			走	7	zǒu	run		4880.6	GOTCW	土/龰/丷/一/儿/口/一	
趦	16画	走 + 9	zī	zi1	unable to move; to falter 	走	7	zǒu	run			GOIOR	土/龰/冫/欠/口	
趧	16画	走 + 9	tí			走	7	zǒu	run		4680.1	GOAMO	土/龰/日/𤴓	
趨	17画	走 + 10	qū, cù, qù, cǒu	ceoi1, cuk1	hasten, hurry; be attracted to 	走	7	zǒu	run	趋	4780.2	GOPUU	土/龰/勹屮/勹屮	
趩	18画	走 + 12	chì	cik1		走	7	zǒu	run			GOWTC	土/龰/田/廿/廾	
趪	18画	走 + 12	huáng	wong4		走	7	zǒu	run		4480.8	GOTMC	土/龰/黄	
趫	19画	走 + 12	qiáo	kiu4	nimble 	走	7	zǒu	run	𰷶	4280.2	GOHKB	土/龰/丿/大/口/冂/囗	
趬	19画	走 + 12	qiáo, qiāo	hiu1		走	7	zǒu	run	𰷵	4480.1	GOGGU	土/龰/土垚→/土/垚→/一/儿	
趭	19画	走 + 12	yào, jiào	ziu1, ziu3		走	7	zǒu	run		4080.3	GOOGF	土/龰/隹/灬	
趮	20画	走 + 13	zào	cou3	easily provoked, hasty; fierce, cruel 	走	7	zǒu	run		4680.9	GORRD	土/龰/口品→/口/品→/木	
趯	21画	走 + 14	tì, yuè	tik1	jump 	走	7	zǒu	run		4780.1	GOSMG	土/龰/习/习/隹	
趰	21画	走 + 14				走	7	zǒu	run			GOMFB	土/龰/爾	
趱	23画	走 + 16	zǎn	zaan2	go in hurry, hasten; urge 	走	7	zǒu	run	趲	4480	GOHUO	土/龰/旡/冂/人	
趲	26画	走 + 19	zǎn, zàn, zū	zaan2	go in hurry, hasten; urge 	走	7	zǒu	run	趱	4480.8	GOHUC	土/龰/牛/儿/目/八	
足	7画	足 + 0	zú, jù	zeoi3, zuk1	foot; attain, satisfy, enough 	足	7	zú	foot		6080.1	RYO	口/龰	路,跟,跳,跑,露,跨,跌,踏,距,促,踢,踩,跃,跪,趴,跡,捉,蹲,踪,躍,蹦,践,蹄,璐,蹴,躁,蹤,踝,蹈,趾,踹,跛,蹬,蹭,鹭,跚,蹊,踞,踱,跋,跷,踊,潞,龊,鷺,跺,踉,蹙,蹒,蹺,跤,踵,蹇,蹿,蹟,踐,趸,踮,蹋,跆,趵,蹂,跂,蹣,蹼,蕗,跖,蹶,踰,躉,踫,蹉,躅,跄,蹑,跩,躓,蹓,趺,跫,齪,踯,跏,跬,跣,跎,跻,蹠,踅,鑳,躇,蹐,跸,跗,蹩,躡,躋,蹰,蹚
趴	9画	足 + 2	pā	paa1	lying prone, leaning over 	足	7	zú	foot		6810.0	RMC	口/龰/八	
趵	10画	足 + 3	bào, zhī, bō, zhuó, páo	paau3	noise of tramping feet 	足	7	zú	foot		6712.0	RMPI	口/龰/勹/丶	
趶	10画	足 + 3	kù			足	7	zú	foot		6114.0	RMMD	口/龰/二/亅	
趷	10画	足 + 3	kē	gat6, kaak1	to jolt; (Cant.) to raise up; block 	足	7	zú	foot		6811.7	RMON	口/龰/丿/一/乙	
趸	10画	足 + 3	dǔn	dan2	sell or buy wholesale; store 	足	7	zú	foot	躉	1080	MSRYO	万/口/龰	
趹	11画	足 + 4	jué, guì	kyut3	kick with hoof; horse's gallop 	足	7	zú	foot		6513.0	RMDK	口/龰/大/乛	
趺	11画	足 + 4	fū	fu1	sit cross-legged; back of the foo 	足	7	zú	foot		6513.0	RMQO	口/龰/一/大	
趻	11画	足 + 4	chěn			足	7	zú	foot			RMOIN	口/龰/人/一/㇇	
趽	11画	足 + 4	fàng			足	7	zú	foot			RMYHS	口/龰/方	
趾	11画	足 + 4	zhǐ	zi2	toe; tracks, footprints 	足	7	zú	foot		6111.0	RMYLM	口/龰/止	
趿	10画	足 + 4	sà, tā, qì	saap3, taat3	to tread on; slipshod 	足	7	zú	foot		6714.7	RMNHE	口/龰/乃/㇏	
跀	11画	足 + 4	yuè	gat6, jyut6	to cut off the feet, to stretch up 	足	7	zú	foot			RMB	口/龰/月	
跁	11画	足 + 4	pá	paa1	trample on, tread on; search for; (Cant.) to squat down 	足	7	zú	foot		6711.7	RMAU	口/龰/巴	
跂	11画	足 + 4	qí, qǐ, qì	kei4, kei5	creeping, crawling 	足	7	zú	foot		6414.7	RMJE	口/龰/十/又	
跃	11画	足 + 4	yuè	joek3, joek6, tik1	skip, jump, frolic 	足	7	zú	foot	躍	6218	RMHK	口/龰/丿/大	
跄	11画	足 + 4	qiāng, qiàng	coeng1	walk rapidly 	足	7	zú	foot	蹌	6811	RMOSU	口/龰/人/㔾	
跅	12画	足 + 5	tuò	tok3	careless, lax; dissolute 	足	7	zú	foot		6213.1	RMHMY	口/龰/斤/丶	
跆	12画	足 + 5	tái	toi4	trample 	足	7	zú	foot		6316.0	RMIR	口/龰/厶/口	
跇	12画	足 + 5	yì	jai6		足	7	zú	foot		6411.7	RMPT	口/龰/世	
跈	12画	足 + 5	niǎn, jiàn	nin2, nin5		足	7	zú	foot		6812.2	RMOHH	口/龰/人/彡	
跉	12画	足 + 5	líng			足	7	zú	foot			RMOII	口/龰/人/一/龴	
跊	12画	足 + 5	mèi			足	7	zú	foot			RMJD	口/龰/木/一	
跋	12画	足 + 5	bá, bèi	bat6	go by foot; epilogue, colophon 	足	7	zú	foot		6314.4	RMIKK	口/龰/大/丶/丿	
跌	12画	足 + 5	diē, dié, tú	dit3	stumble, slip, fall down; stamp 	足	7	zú	foot		6513.0	RMHQO	口/龰/丿/一/大	
跍	12画	足 + 5	kū			足	7	zú	foot		6416.0	RMJR	口/龰/十/口	
跎	12画	足 + 5	tuó	to4	slip, stumble, falter; vacillate 	足	7	zú	foot		6311.1	RMJP	口/龰/宀/匕	
跏	12画	足 + 5	jiā	gaa1	sit cross-legged; squat 	足	7	zú	foot		6610.0	RMKSR	口/龰/力/口	
跐	13画	足 + 5	cǐ, cǎi	ci2	to trample, to step, to walk on the ball of the foot 	足	7	zú	foot		6111.0	RMYMP	口/龰/止/匕	
跑	12画	足 + 5	pǎo, páo, bó	paau2, paau4	run, flee, leave in hurry 	足	7	zú	foot		6711.2	RMPRU	口/龰/勹/巳	
跒	12画	足 + 5	qiǎ			足	7	zú	foot			RMMNR	口/龰/口/一/亅	
跓	12画	足 + 5	zhù			足	7	zú	foot		6011.4	RMYG	口/龰/丶/王	
跔	12画	足 + 5	jū	keoi1	numb feet; to limp 	足	7	zú	foot			RMPR	口/龰/勹/口	
跕	12画	足 + 5	dié, tiē	cip3, dim3, dip6	shuffle, limp 	足	7	zú	foot		6116.0	RMYR	口/龰/卜/口	
跖	12画	足 + 5	zhí, zhī	zek3	sole (of the foot) 	足	7	zú	foot		6116.0	RMMR	口/龰/石	
跗	12画	足 + 5	fū	fu1	the instep 	足	7	zú	foot		6410.0	RMODI	口/龰/亻/寸	
跘	12画	足 + 5	pán			足	7	zú	foot		6915.0	RMFQ	口/龰/半	
跙	12画	足 + 5	jǔ	zeoi1, zeoi2	weak, lame 	足	7	zú	foot		6711.0	RMBM	口/龰/且	
跚	12画	足 + 5	shān	saan1	stagger, limp 	足	7	zú	foot		6714.0	RMBT	口/龰/冂/廾	
跛	12画	足 + 5	bǒ, bì, pō	bai1, bei3, bo2	lame 	足	7	zú	foot		6414.7	RMDHE	口/龰/皮	
跜	12画	足 + 5	ní			足	7	zú	foot		6711.1	RMSP	口/龰/尸/匕	
距	11画	足 + 5	jù	geoi6, keoi5	distance; bird's spur 	足	7	zú	foot		6111.7	RMSS	口/龰/巨	
跞	12画	足 + 5	lì, luò	lik1, lok3	walk, move 	足	7	zú	foot	躒	6219	RMHVD	口/龰/乐	
践	12画	足 + 5	jiàn	cin5	trample, tread upon, walk on 	足	7	zú	foot	踐	6315.0	RMIJ	口/龰/𢦑	
趼	11画	足 + 6	jiǎn, yàn	gin2, jin4	callous skin on hands or feet. blisters 	足	7	zú	foot		6114.0	RMMT	口/龰/一/廾	
跟	13画	足 + 6	gēn	gan1	heel; to follow, accompany; with 	足	7	zú	foot		6713.2	RMAV	口/龰/艮	
跠	13画	足 + 6	yí			足	7	zú	foot		6613.2	RMKN	口/龰/大/弓	
跡	13画	足 + 6	jī, jì	zek3, zik1	search, track, trace 	足	7	zú	foot	迹	6013.0	RMYLC	口/龰/亦	
跢	13画	足 + 6	dài			足	7	zú	foot		6712.7	RMNIN	口/龰/夕/夕	
跣	13画	足 + 6	xiǎn, xiān, sǔn	sin2	bare footed 	足	7	zú	foot		6411.1	RMHGU	口/龰/牛/儿	
跤	13画	足 + 6	jiāo, qiāo	gaau1	stumble, fall down; wrestle 	足	7	zú	foot		6014.8	RMYCK	口/龰/亠/父	
跥	13画	足 + 6	duò		stamp feet 	足	7	zú	foot			RMNSD	口/龰/乃/木	
跦	13画	足 + 6	zhū	zyu1	hop 	足	7	zú	foot		6519.4	RMHJD	口/龰/丿/木/一	
跧	13画	足 + 6	quán, zūn, zhuān	cyun4	crouch 	足	7	zú	foot		6811.4	RMOMG	口/龰/入/王	
跨	13画	足 + 6	kuà, kù, kuā, kuǎ	kwaa1, kwaa3	straddle, bestride, ride; carry 	足	7	zú	foot		6412.7	RMKMS	口/龰/大/一/丂	
跩	13画	足 + 6	zhuǎi, shì	jai6, zai6	to waddle, to limp 	足	7	zú	foot		6510.6	RMLWP	口/龰/曳	
跪	13画	足 + 6	guì	gwai6	kneel 	足	7	zú	foot		6711.2	RMNMU	口/龰/⺈/厂/㔾	
跫	13画	足 + 6	qióng, qiōng, qiāng	kung4	sound of footsteps 	足	7	zú	foot		1780.1	MNRYO	工/几/丶/口/龰	
跬	13画	足 + 6	kuǐ, xiè	kwai2	to step; a stride equal to half a pace 	足	7	zú	foot		6411.4	RMGG	口/龰/土/土	
跭	13画	足 + 6	xiáng			足	7	zú	foot			RMHEQ	口/龰/夂/丨/二	
跮	13画	足 + 6	chì, dié	ci3	hasty walking 	足	7	zú	foot		6111.4	RMMIG	口/龰/一/厶/土	
路	13画	足 + 6	lù, luò	lou6	road, path, street; journey 	足	7	zú	foot		6716.4	RMHER	口/龰/夂/口	露,璐,鹭,潞,鷺,蕗,簬,鏴,虂
跰	13画	足 + 6	bèng, pián	pin4		足	7	zú	foot		6814.1	RMTT	口/龰/丷/一/廾	
跱	13画	足 + 6	zhì, shì	si6, zi6	stop 	足	7	zú	foot		6414.1	RMGDI	口/龰/土/寸	
跲	13画	足 + 6	jiá	gaap3	hood, cowl, turban; stumble 	足	7	zú	foot		6816.1	RMOMR	口/龰/人/一/口	
跳	13画	足 + 6	tiào, tiáo, táo, diào	tiu3	jump, leap, vault, bounce; dance 	足	7	zú	foot		6211.3	RMLMO	口/龰/兆	
跴	13画	足 + 6	cǎi	coi2	step on, tread on; search for 	足	7	zú	foot		6116.0	RMMCW	口/龰/一/儿/口	
跶	13画	足 + 6	tà, da	taat3	stumble, slip 	足	7	zú	foot	躂		RMYK	口/龰/辶/大	
跷	13画	足 + 6	qiāo	hiu1	raise one's foot 	足	7	zú	foot	蹺	6511	RMJPU	口/龰/丈?/一/儿	
跸	13画	足 + 6	bì	bat1	clear way, make room for; clear street when emperor tours 	足	7	zú	foot	蹕	6214	RMPPJ	口/龰/匕/匕/十	
跹	13画	足 + 6	xiān	sin1	wander about, walk around; revolve 	足	7	zú	foot	躚	6213	RMYHJ	口/龰/辶/丿/十	
跺	13画	足 + 6	duò	do2	stamp feet, step 	足	7	zú	foot		6719.4	RMHND	口/龰/几/木	
跻	13画	足 + 6	jī	zai1	ascend, go up, rise 	足	7	zú	foot	躋	6012	RMYKL	口/龰/齐	
跼	14画	足 + 7	jú	guk6	bent, stooped, crouched; contract 	足	7	zú	foot		6712.7	RMSSR	口/龰/尸/乛口	
跽	14画	足 + 7	jì	gei6	to kneel for a long time, to go down on hands and knees 	足	7	zú	foot		6713.1	RMSUP	口/龰/己/心	
跾	14画	足 + 7	shú			足	7	zú	foot		2880.1	OKRYO	亻丨/攵/口/龰	
跿	14画	足 + 7	tú	tou4		足	7	zú	foot		6418.1	RMGYO	口/龰/土/龰	
踀	14画	足 + 7	chù			足	7	zú	foot		6618.1	RMRYO	口/龰/足	
踁	14画	足 + 7	jìng	hang1	tinkling, obstinate 	足	7	zú	foot			RMMVM	口/龰/一巛/工	
踂	14画	足 + 7	niè	nip6		足	7	zú	foot		6211.0	RMSJU	口/龰/耳/乚	
踃	14画	足 + 7	xiāo			足	7	zú	foot		6912.7	RMFB	口/龰/小/月	
踄	14画	足 + 7	bó			足	7	zú	foot		6112.1	RMYLH	口/龰/止/𣥂	
踅	14画	足 + 7	chì, xué	cit3	to walk around; turn back midway 	足	7	zú	foot		4280.1	QLRYO	扌/斤/口/龰	
踆	14画	足 + 7	qūn, cūn, cún	cyun1, seon1, zeon3	squat 	足	7	zú	foot		6314.7	RMICE	口/龰/厶/儿/夂	
踇	14画	足 + 7	mǒu			足	7	zú	foot		6815.7	RMOWY	口/龰/丿/一/母	
踈	14画	足 + 7	shū		neglect; careless, lax 	足	7	zú	foot		6519.6	RMDL	口/龰/木/口	
踉	14画	足 + 7	láng, liáng, liàng, làng	loeng4, loeng6, long4	hop, jump; hurriedly, urgently 	足	7	zú	foot		6313.2	RMIAV	口/龰/丶/艮	
踊	14画	足 + 7	yǒng	jung2	leap, jump 	足	7	zú	foot	踴	6712.7	RMNIB	口/龰/龴/月/丨	
踋	14画	足 + 7	jiǎo, jué		the foot or feet cast of a play 	足	7	zú	foot			RMGIL	口/龰/土/厶/卩	
踌	14画	足 + 7	chóu	cau4	hesitate, falter; smug, self-satisfied 	足	7	zú	foot	躊	6514	RMQKI	口/龰/丰/寸	
踍	14画	足 + 7	qiāo			足	7	zú	foot		6414.7	RMJKD	口/龰/土/丿/子	
踎	14画	足 + 7	mau1		(Cant.) to squat 	足	7	zú	foot			RMMFR	口/龰/不/口	
踏	15画	足 + 8	tà, tā	daap6	step on, trample, tread on, walk 	足	7	zú	foot		6216.3	RMEA	口/龰/水/日	
踐	15画	足 + 8	jiàn	cin5, zin6	trample, tread upon, walk on 	足	7	zú	foot	践	6315.3	RMII	口/龰/弋/丿/戈	
踑	15画	足 + 8	qí, jī	kei1		足	7	zú	foot		6418.1	RMTMC	口/龰/其	
踒	15画	足 + 8	wō	wo1	to slip and sprain a limb 	足	7	zú	foot		6214.4	RMHDV	口/龰/丿/木/女	
踓	15画	足 + 8	wěi			足	7	zú	foot		6011.4	RMOG	口/龰/隹	
踔	15画	足 + 8	zhuó, chuō, diào, zhuō, tiào	coek3	to get ahead; to stride; to excel 	足	7	zú	foot		6114.6	RMYAJ	口/龰/卜/日/十	
踕	15画	足 + 8	jié	zit6		足	7	zú	foot		6518.1	RMJLO	口/龰/疌	
踖	15画	足 + 8	jí	zik1	trample on, tread on 	足	7	zú	foot		6416.1	RMTA	口/龰/龷/日	
踗	15画	足 + 8	niē			足	7	zú	foot		6813.2	RMOIP	口/龰/人/一/㇇/心	
踘	15画	足 + 8	jú, jū	guk1, guk6	ball 	足	7	zú	foot		6712.0	RMPFD	口/龰/勹/木/丷	
踙	15画	足 + 8	jū			足	7	zú	foot		6714.0	RMSJE	口/龰/耳/又	
踚	15画	足 + 8	lún			足	7	zú	foot	𬦧	6812.7	RMOMB	口/龰/人/一/𠕁	
踛	15画	足 + 8	lù	luk6		足	7	zú	foot		6411.4	RMGCG	口/龰/土/儿/土	
踜	15画	足 + 8	lèng		to stumble; to slip; to fall 	足	7	zú	foot		6414.7	RMGCE	口/龰/土/儿/夂	
踝	15画	足 + 8	huái, huà	waa5	ankle 	足	7	zú	foot		6619.4	RMWD	口/龰/田/木	
踞	15画	足 + 8	jù	geoi3	crouch, squat; sit, occupy 	足	7	zú	foot		6716.4	RMSJR	口/龰/尸/十/口	
踟	15画	足 + 8	chí	ci4	hesitate, undecided; embarrassed 	足	7	zú	foot		6610.0	RMOKR	口/龰/丿/一/大/口	
踠	15画	足 + 8	wǎn	jyun2	to writhe, struggle, squirm, wriggle; to be impatient for 	足	7	zú	foot		6311.2	RMJNU	口/龰/宀/夕/㔾	
踡	15画	足 + 8	quán	kyun4	curled, coiled 	足	7	zú	foot		6911.2	RMFQU	口/龰/龹/卩	
踢	15画	足 + 8	tī, dié	tek3	kick 	足	7	zú	foot		6612.7	RMAPH	口/龰/日/勿	
踣	15画	足 + 8	bó, pòu	baak6	to stumble and fall prone stiff in death 	足	7	zú	foot		6016.1	RMYTR	口/龰/立/口	
踤	15画	足 + 8	zú, cuì	cyut3, seoi6, zeot1		足	7	zú	foot		6014.8	RMYOJ	口/龰/亠从/十	
踥	15画	足 + 8	qiè	cip3		足	7	zú	foot		6014.4	RMYTV	口/龰/立/女	
踦	15画	足 + 8	jǐ, jī, qī, yǐ	gei2, hei2, ji2	the shin; to pierce; to touch 	足	7	zú	foot		6412.1	RMKMR	口/龰/大/口/一/亅	
踧	15画	足 + 8	cù, dí	cuk1, dik6	uneasiness, nervousness; level 	足	7	zú	foot		6714.0	RMYFE	口/龰/上/小/又	
踨	15画	足 + 8	zōng	zung1		足	7	zú	foot			RMOOO		
踩	15画	足 + 8	cǎi, kuí	caai2, coi2	step on 	足	7	zú	foot		6219.4	RMBD	口/龰/爫/木	
踪	15画	足 + 8	zōng	zung1	footprints, traces, tracks 	足	7	zú	foot	蹤	6319.1	RMJMF	口/龰/宀/二/小	
踬	15画	足 + 8	zhì	zi3	stumble, totter; fail, be frustrated 	足	7	zú	foot	躓	6218	RMHJO	口/龰/𣂑/冂/人	
踭	13画	足 + 8	zhēng	zaang1, zang1	(Cant.) heel, elbow 	足	7	zú	foot			RMBSD	口/龰/𠂊/肀	
踮	15画	足 + 8	diǎn	dim3	tip toe 	足	7	zú	foot		6016.1	RMIYR	口/龰/广/卜/口	
